id,author,authorStats,createTime,desc,isAd,stats,statsV2,collectCount,commentCount,diggCount,playCount,shareCount,followerCount,friendCount,heart,heartCount,videoCount,uniqueId,nickname,authorId
6993401583690206470,"{'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f499b49674935d411926235b85aff94b~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=67343&refresh_token=333f5da01bbeef7290a4f148f86a5fdc&x-expires=1717624800&x-signature=fHHGnbTodYUsRkKRtWtUwwaN%2BSs%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f499b49674935d411926235b85aff94b~c5_720x720.jpeg?lk3s=a5d48078&nonce=68462&refresh_token=9aa1254928dff4894db9011b553f85ab&x-expires=1717624800&x-signature=tCO77c7Tl122fSd7KtCD2tZ92bs%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f499b49674935d411926235b85aff94b~c5_100x100.jpeg?lk3s=a5d48078&nonce=91685&refresh_token=4b4ab4dd29a75f95713719c75a4094cb&x-expires=1717624800&x-signature=fce0u0abwfx3l3GgvBoX50FpepE%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '6871387835858011142', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Peggy White', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAA_mVuzmscI5U8WouLbgP5Mv00-YF1HKJLYwgo5hyOTbcbGOoFDzMKSJ6ysrOsxK_3', 'secret': False, 'signature': '❤️ small biz owner \n✏️ illustration artist\n💰venmo: @peggywhite1986', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'chateaublanche', 'verified': False}","{'diggCount': 1538, 'followerCount': 293700, 'followingCount': 258, 'friendCount': 0, 'heart': 14600000, 'heartCount': 14600000, 'videoCount': 102}",1628278193,#waitforit #foryoupage #richcatcheck #fivebelow #catsoftiktok #amazonfinds #diyproject #catroom #fyp #foryou #tiktokmademe #amazonfinds #cute,False,"{'collectCount': 490100, 'commentCount': 94500, 'diggCount': 13400000, 'playCount': 83000000, 'shareCount': 411900}","{'collectCount': '490119', 'commentCount': '94498', 'diggCount': '13354417', 'playCount': '82981782', 'repostCount': '0', 'shareCount': '411944'}",490100.0,94500.0,1538.0,83000000.0,411900.0,293700.0,0.0,14600000.0,14600000.0,102.0,chateaublanche,Peggy White,6871387835858011142
7231254478421282074,"{'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8052e7d17c48a8cc9a3a65bef0086ac0~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=11089&refresh_token=456c1cfe9b2ad80e03aa78364ea362d0&x-expires=1717624800&x-signature=Wq87oO7cpNDxgnqnNkgLLH9kUcg%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8052e7d17c48a8cc9a3a65bef0086ac0~c5_720x720.jpeg?lk3s=a5d48078&nonce=93252&refresh_token=bc1575dd30e69fa4c572dde8721934e6&x-expires=1717624800&x-signature=I64LAmrdiR1uisCTn2rOTpAYk5A%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8052e7d17c48a8cc9a3a65bef0086ac0~c5_100x100.jpeg?lk3s=a5d48078&nonce=38208&refresh_token=54f016d8faeb6d993809e9e4ec4837c4&x-expires=1717624800&x-signature=FJIAAtFFZDrDNDe7KLNNs9kKX1s%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '7191169639077512197', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Tobes Finds', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAAehAwamGTWRYAOeoXQqblMNHw7YihzZ2KHDcf5MoRhQZ03WA3a29h6CX0eLf_K5ib', 'secret': False, 'signature': '🌐 Online Finds 🌐\n📧tobesinquiries@gmail.com📧\n👇 All Products Linked Below 👇', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'tobesfinds', 'verified': False}","{'diggCount': 7125, 'followerCount': 1300000, 'followingCount': 0, 'friendCount': 0, 'heart': 22700000, 'heartCount': 22700000, 'videoCount': 40}",1683657643,That last one though… 👀 #amazonfinds #tiktokmademebuyit #amazonmusthaves #amazon #coolproducts #printer #gadgets #giftideas #homehacks #lifehacks #home #car ,False,"{'collectCount': 2600000, 'commentCount': 44800, 'diggCount': 12900000, 'playCount': 134800000, 'shareCount': 705100}","{'collectCount': '2597459', 'commentCount': '44757', 'diggCount': '12948709', 'playCount': '134844867', 'repostCount': '0', 'shareCount': '705078'}",2600000.0,44800.0,7125.0,134800000.0,705100.0,1300000.0,0.0,22700000.0,22700000.0,40.0,tobesfinds,Tobes Finds,7191169639077512197
6890346072661626117,"{'avatarLarger': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343024306286395434~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=24930&refresh_token=ceda0fd14f4e7f207d0da2a505d110df&x-expires=1717624800&x-signature=RiR7FPV4QZWuGwwXoZ0B4K6o2nk%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343024306286395434~c5_720x720.jpeg?lk3s=a5d48078&nonce=98090&refresh_token=0db1c8729c23d4d5ea528c43656a6657&x-expires=1717624800&x-signature=eHoO2AoEpJYn3HfkkIwsyYTY6AM%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343024306286395434~c5_100x100.jpeg?lk3s=a5d48078&nonce=20373&refresh_token=f75f413538cffebe8dfff50ccbbee75e&x-expires=1717624800&x-signature=Ws31i6LUnAM%2B%2B99UY%2FOLIjNWgJQ%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '6643126377816489990', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'arianalucidonio', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAA1_Z0XiSwSqYpEZVIhAu-854pyAiNRQSuh7n3PvEnGzZh49GedomW2tEEf3Ornik9', 'secret': False, 'signature': 'philly 📍\ninquiries ⇣\n⋆ makeupbyarianalucid@gmail.com ⋆', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'arianalucidonio', 'verified': False}","{'diggCount': 112700, 'followerCount': 503800, 'followingCount': 258, 'friendCount': 0, 'heart': 21600000, 'heartCount': 21600000, 'videoCount': 347}",1604283744,"yall... sprint to amazon!!!! @plantifique foot peel mask, link in bio ✨ (AD) #plantifique #plantifiqueskincare #amazonmusthaves #amazon #amazonfinds",False,"{'collectCount': 1100000, 'commentCount': 93300, 'diggCount': 9900000, 'playCount': 55400000, 'shareCount': 856200}","{'collectCount': '1125344', 'commentCount': '93267', 'diggCount': '9938401', 'playCount': '55443277', 'repostCount': '0', 'shareCount': '856206'}",1100000.0,93300.0,112700.0,55400000.0,856200.0,503800.0,0.0,21600000.0,21600000.0,347.0,arianalucidonio,arianalucidonio,6643126377816489990
7366659432610024747,"{'avatarLarger': 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337202921664151594~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=65956&refresh_token=758d42785221feb5ffe01eeb85c51dc2&x-expires=1717624800&x-signature=LrDqM%2BYkxmDLJeESHZWuUpKRKxc%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337202921664151594~c5_720x720.jpeg?lk3s=a5d48078&nonce=96943&refresh_token=45b5a4e4705d50dc13b2984e503df135&x-expires=1717624800&x-signature=KQXh0x%2BA6R9qkEQVAqSQvVIWyBs%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337202921664151594~c5_100x100.jpeg?lk3s=a5d48078&nonce=67407&refresh_token=d0d9d7c363d673dda35c78bc04276b85&x-expires=1717624800&x-signature=SUg7i%2BlpFQNVZ2PK1SwdDbdjwDw%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '6810868298629071877', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Glenda', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAAcuqUZztNNMYcOT0oT7TyO2y07CQzoWAh3pVT1vZIZc646UBWIWNOhec6RoKSDp8p', 'secret': False, 'signature': 'lifestyle | amazon | home\n✉️ glenxda@talent.neoreach.com\n↓ LINKS ↓', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'glenxda', 'verified': False}","{'diggCount': 1178, 'followerCount': 420300, 'followingCount': 76, 'friendCount': 0, 'heart': 19300000, 'heartCount': 19300000, 'videoCount': 188}",1715184076,That time of the month bath time 🩸🛁🫧🧖🏻‍♀️  ✨Links are in my amazon storefront in my bio✨ #bath #bathtime #routine #selfcare #cozy #cozyathome #cozyvibes #thatgirl #aesthetic #bathroutine #skincare #snacks #chocolate #movienight #satisfying #asmr #asmrsounds #amazon #amazonfinds #amazonfavorites #amazonmusthaves #fyp #foryou #foryoupage ,False,"{'collectCount': 716800, 'commentCount': 57600, 'diggCount': 8700000, 'playCount': 110900000, 'shareCount': 927400}","{'collectCount': '716787', 'commentCount': '57600', 'diggCount': '8732418', 'playCount': '110926375', 'repostCount': '0', 'shareCount': '927427'}",716800.0,57600.0,1178.0,110900000.0,927400.0,420300.0,0.0,19300000.0,19300000.0,188.0,glenxda,Glenda,6810868298629071877
7058546692563455234,"{'avatarLarger': 'https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/ce181c74d2b766817f69b8c93b3be537.jpeg?lk3s=a5d48078&nonce=3340&refresh_token=0660f94fa72eeba3f4773313729e07ac&x-expires=1717624800&x-signature=cHJEO%2FwCqnl0MX6wnMglqdr57%2Bc%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/ce181c74d2b766817f69b8c93b3be537.jpeg?lk3s=a5d48078&nonce=68256&refresh_token=f026539ba3756997913072ab213ce76e&x-expires=1717624800&x-signature=kbLSJYRfdyaofeqfG6Kzkm%2FfBhg%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ce181c74d2b766817f69b8c93b3be537.jpeg?lk3s=a5d48078&nonce=89960&refresh_token=9d99e070babe69b9232d6a8537fd18a1&x-expires=1717624800&x-signature=YkK%2FWItYLRm%2Fi0GBn8GTJ1%2F%2FwRg%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '6971481012379386885', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': '_Tusya_kiskis', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAAjwhyNOasSIqC1DUD5nNL7ohitr3fUg0EksbqIBfiglG4srof-pj0119sbPOw-yht', 'secret': False, 'signature': 'Приветики,меня зовут Туся😻\nПодписывайтесь в Inst ⬆️\ntusya_kiskis', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': '_tusya_kiskis', 'verified': True}","{'diggCount': 919, 'followerCount': 8600000, 'followingCount': 23, 'friendCount': 0, 'heart': 144800000, 'heartCount': 144800000, 'videoCount': 204}",1643445970,Навели красоту 😻 #amazonfinds #amazonmusthaves,True,"{'collectCount': 251500, 'commentCount': 57900, 'diggCount': 7600000, 'playCount': 78700000, 'shareCount': 236200}","{'collectCount': '251477', 'commentCount': '57862', 'diggCount': '7594834', 'playCount': '78689517', 'repostCount': '0', 'shareCount': '236165'}",251500.0,57900.0,919.0,78700000.0,236200.0,8600000.0,0.0,144800000.0,144800000.0,204.0,_tusya_kiskis,_Tusya_kiskis,6971481012379386885
7220139400783465733,"{'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7324104919324049413~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=89253&refresh_token=b14404a9ece26b87953361ab0f5a2913&x-expires=1717624800&x-signature=rPkA7AmdMsoNpfoJJkJw7gmJOxM%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7324104919324049413~c5_720x720.jpeg?lk3s=a5d48078&nonce=64598&refresh_token=a38a7ddd4a0ccc8cca46cc4fce067b69&x-expires=1717624800&x-signature=8BoxrjJo%2FPVBluo%2BUbytsCmwVYA%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7324104919324049413~c5_100x100.jpeg?lk3s=a5d48078&nonce=41293&refresh_token=010c847eb9bd28782d69b57883ade943&x-expires=1717624800&x-signature=glavbNHMy7vxepDfMSRyWksl618%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 3, 'duetSetting': 0, 'ftc': False, 'id': '6714055645173597190', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Enyaa', 'openFavorite': True, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAA0MVJZhg9RcnIq-4zMX3_Sh3NIJlTkKEOzkKx6Qr20qRBtQUzb1YwQfedUe-59urK', 'secret': False, 'signature': 'Buy at tiktok shop @ realmopman_49\nwww.enyaa.co.uk', 'stitchSetting': 0, 'ttSeller': True, 'uniqueId': 'eny4a', 'verified': False}","{'diggCount': 246, 'followerCount': 56700, 'followingCount': 3, 'friendCount': 0, 'heart': 7600000, 'heartCount': 7600000, 'videoCount': 42}",1681069706,#fyp #foryou #amazonfinds #mop #cleaning @Realmopman49 ,False,"{'collectCount': 377400, 'commentCount': 28500, 'diggCount': 7500000, 'playCount': 157200000, 'shareCount': 318600}","{'collectCount': '377398', 'commentCount': '28514', 'diggCount': '7473842', 'playCount': '157157686', 'repostCount': '0', 'shareCount': '318571'}",377400.0,28500.0,246.0,157200000.0,318600.0,56700.0,0.0,7600000.0,7600000.0,42.0,eny4a,Enyaa,6714055645173597190
7158944713012251950,"{'avatarLarger': 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d73bb07192560bed827be5d6108d549d~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=59836&refresh_token=59ed42399728f6d702fc46f0067bd3eb&x-expires=1717624800&x-signature=fuOU4Td1eyG%2F6UznC3m248KUZz8%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d73bb07192560bed827be5d6108d549d~c5_720x720.jpeg?lk3s=a5d48078&nonce=70747&refresh_token=b3c47f0cbc78c38c663ae861a65f26c1&x-expires=1717624800&x-signature=I%2BKbsh%2Bsx7LyX%2B81f70eUWgTn6s%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d73bb07192560bed827be5d6108d549d~c5_100x100.jpeg?lk3s=a5d48078&nonce=53985&refresh_token=610a92ef6efab360309b26e1b58a7c7e&x-expires=1717624800&x-signature=E86JGm4Cfpn%2Bx0K%2BWoj9IANLLow%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 3, 'duetSetting': 0, 'ftc': False, 'id': '6785320261664572421', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'MAKAYLA', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAAuFRfluKOF2t-nVup0PCpv_OtO8joPITqf88PqftTpsL062nJFT0xOcuxZfFueGJX', 'secret': False, 'signature': '🌈🌞\n💌: makaylaalexx@gmail.com', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'teachingwithmsd', 'verified': False}","{'diggCount': 658, 'followerCount': 356000, 'followingCount': 181, 'friendCount': 0, 'heart': 16500000, 'heartCount': 16500000, 'videoCount': 401}",1666821715,these bad boys have been with me for over a year! lowkey impressed some lasted this long in my desk! #teach #teacher #teachers #socialstudies #socialstudiesteacher #aphumangeography #historyteacher #teachersoftiktok #teachersbelike #teachertok #teacherlife #teachersontiktok #teachertips #marker #whiteboard #dryerasemarker #dryeraseboard #dryerasetok #asmr #asmrsounds #asmrtiktoks #asmrvideo #writing #handwriting #crayolatakenote #bicintensity #amazon #amazonfinds #amazonbasics #youngteacher #youngteachers  #fyp #secondyearteacher #pentok #teachertok #pens #penratings ,False,"{'collectCount': 434000, 'commentCount': 25400, 'diggCount': 7300000, 'playCount': 37900000, 'shareCount': 31800}","{'collectCount': '433992', 'commentCount': '25362', 'diggCount': '7302575', 'playCount': '37949601', 'repostCount': '0', 'shareCount': '31777'}",434000.0,25400.0,658.0,37900000.0,31800.0,356000.0,0.0,16500000.0,16500000.0,401.0,teachingwithmsd,MAKAYLA,6785320261664572421
7232370620837727530,"{'avatarLarger': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/80014ae39557d0c8e4863e94867e98de~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=37841&refresh_token=0f7bbb34245d1b4795849fef360a541e&x-expires=1717624800&x-signature=0BgsRNHN63qIWCKaf2GFVnU%2BRyE%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/80014ae39557d0c8e4863e94867e98de~c5_720x720.jpeg?lk3s=a5d48078&nonce=30210&refresh_token=5fa1106f73ff6d04dc697cd2868ca485&x-expires=1717624800&x-signature=fNiEnejVqzo23fkCjJfdIttXRdo%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/80014ae39557d0c8e4863e94867e98de~c5_100x100.jpeg?lk3s=a5d48078&nonce=28399&refresh_token=c1ad53650ead4baf60065733745e8234&x-expires=1717624800&x-signature=qkW5q9hwwh9qrEvlquILHDyZwqI%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 3, 'duetSetting': 3, 'ftc': False, 'id': '6736295149368329222', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Natalie Smith', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAA1Ig3hvYI_D-s17Ae82lVlFiGC9lakGtlJt9PntVnn-q2kW3XNZGATvmitmkc74rB', 'secret': False, 'signature': 'little bit of us and a place to vlog our memories! UT\n💌Nataliessmith@yahoo.com', 'stitchSetting': 3, 'ttSeller': False, 'uniqueId': 'natalies.smith', 'verified': False}","{'diggCount': 17200, 'followerCount': 595100, 'followingCount': 48, 'friendCount': 0, 'heart': 55100000, 'heartCount': 55100000, 'videoCount': 987}",1683917536,The best type of date nights 💓 Code: 20NATSMTH for 20% off link in my bio! 💓 #marriage #couplestiktok #marriedlife #pov #movienight #top100movies #movieposter #datenight #date #couples #relatable #fyp #amazonfinds ,False,"{'collectCount': 832400, 'commentCount': 40400, 'diggCount': 7200000, 'playCount': 48500000, 'shareCount': 830000}","{'collectCount': '832408', 'commentCount': '40385', 'diggCount': '7199254', 'playCount': '48523788', 'repostCount': '0', 'shareCount': '830014'}",832400.0,40400.0,17200.0,48500000.0,830000.0,595100.0,0.0,55100000.0,55100000.0,987.0,natalies.smith,Natalie Smith,6736295149368329222
6897636451849112838,"{'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7336746732992888838~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=60055&refresh_token=b9c034983420b2ad21f4a121fef35372&x-expires=1717624800&x-signature=dzsJtcyXt74RHzrdf7ENFWi8I6E%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7336746732992888838~c5_720x720.jpeg?lk3s=a5d48078&nonce=8927&refresh_token=d78e723dc716d44f1651cfa7b0b42a92&x-expires=1717624800&x-signature=PgmzXkgMBal7r82KVkucGnOn3F4%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7336746732992888838~c5_100x100.jpeg?lk3s=a5d48078&nonce=59817&refresh_token=1696d34bd44ae15bf76f04f1992b15b3&x-expires=1717624800&x-signature=xmdWf7ZkKmhVZoolQE6agjXLtNM%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 3, 'duetSetting': 1, 'ftc': False, 'id': '6722618095775794181', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'Teresa Caruso', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAA2ItjOUGg3okkgmMvG8jDJ9Ew7FWjr7oG1ZAs2tEBBbooH8K9dVL_G2MKbAcXM-3c', 'secret': False, 'signature': 'organization, interiors, Amazon finds + more 🤍', 'stitchSetting': 1, 'ttSeller': False, 'uniqueId': 'teresalauracaruso', 'verified': True}","{'diggCount': 4196, 'followerCount': 3500000, 'followingCount': 428, 'friendCount': 0, 'heart': 118300000, 'heartCount': 118300000, 'videoCount': 767}",1605981174,The coolest Amazon gadget ever! 😍🤯 #learnontiktok #amazon #amazonfinds #workingathome #tiktokpartner,False,"{'collectCount': 841700, 'commentCount': 71000, 'diggCount': 7200000, 'playCount': 43000000, 'shareCount': 321000}","{'collectCount': '841746', 'commentCount': '70974', 'diggCount': '7192157', 'playCount': '42956719', 'repostCount': '0', 'shareCount': '320962'}",841700.0,71000.0,4196.0,43000000.0,321000.0,3500000.0,0.0,118300000.0,118300000.0,767.0,teresalauracaruso,Teresa Caruso,6722618095775794181
7118086870155971886,"{'avatarLarger': 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/49391a07271fc7120d2a167cf7307433~c5_1080x1080.jpeg?lk3s=a5d48078&nonce=96721&refresh_token=9dfc9cae7b4d6f5c589ba9a404ea1fca&x-expires=1717624800&x-signature=nYIbr3g8NuoyopDJgTzUmB5I1%2B0%3D&shp=a5d48078&shcp=b59d6b55', 'avatarMedium': 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/49391a07271fc7120d2a167cf7307433~c5_720x720.jpeg?lk3s=a5d48078&nonce=54371&refresh_token=732075277365008d54288f3cf2f356ce&x-expires=1717624800&x-signature=ElX8O0LIxpXvLo%2B%2Bvg7OQPAO%2BdE%3D&shp=a5d48078&shcp=b59d6b55', 'avatarThumb': 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/49391a07271fc7120d2a167cf7307433~c5_100x100.jpeg?lk3s=a5d48078&nonce=42040&refresh_token=8a91642a349b48a9ceab4e6b0073c164&x-expires=1717624800&x-signature=ejHRpidQPl%2FUmsBqn9dm3DBwDOM%3D&shp=a5d48078&shcp=b59d6b55', 'commentSetting': 0, 'downloadSetting': 0, 'duetSetting': 0, 'ftc': False, 'id': '6776020666518717445', 'isADVirtual': False, 'isEmbedBanned': False, 'nickname': 'kaeli mae', 'openFavorite': False, 'privateAccount': False, 'relation': 0, 'secUid': 'MS4wLjABAAAAOHySomi6C1F0rcs5StDQlWrQm77XC8C6UbRedGk9R6kj_Bx6YWtwPvnzSn37qRuV', 'secret': False, 'signature': 'all things life + home\n 💌kaeli@palettemgmt.com\n⇣my amazon & links⇣', 'stitchSetting': 0, 'ttSeller': False, 'uniqueId': 'kaelimaee', 'verified': True}","{'diggCount': 13300, 'followerCount': 14700000, 'followingCount': 255, 'friendCount': 0, 'heart': 623500000, 'heartCount': 623500000, 'videoCount': 1213}",1657308751,time for another office refresh🕊🌿🖥 #fyp #foryoupage #aesthetic #thatgirl #satisfying #asmr #asmrsounds #office #cleantok #cleaning #organize #desksetup #home #decor #amazonfinds,False,"{'collectCount': 529900, 'commentCount': 22100, 'diggCount': 6600000, 'playCount': 51900000, 'shareCount': 56000}","{'collectCount': '529939', 'commentCount': '22069', 'diggCount': '6622767', 'playCount': '51949734', 'repostCount': '0', 'shareCount': '56028'}",529900.0,22100.0,13300.0,51900000.0,56000.0,14700000.0,0.0,623500000.0,623500000.0,1213.0,kaelimaee,kaeli mae,6776020666518717445
